,antecedents,consequents,support,confidence,lift
1387,Speaker OrangeRed 371,Mouse MediumVioletRed 223,0.00012060543930531267,0.1111111111111111,55.83501683501683
222,Blender YellowGreen 216,Vacuum Orchid 536,0.00018090815895796902,0.1111111111111111,55.83501683501683
223,Vacuum Orchid 536,Blender YellowGreen 216,0.00018090815895796902,0.09090909090909091,55.83501683501683
3960,Action Figure MediumBlue 996,Coffee Maker Silver 522,0.00012060543930531267,0.04878048780487805,53.92845528455285
3961,Coffee Maker Silver 522,Action Figure MediumBlue 996,0.00012060543930531267,0.13333333333333333,53.92845528455284
3809,Coffee Maker PaleGoldenRod 835,Shampoo MediumPurple 409,0.00012060543930531267,0.1,53.49354838709678
3808,Shampoo MediumPurple 409,Coffee Maker PaleGoldenRod 835,0.00012060543930531267,0.06451612903225806,53.49354838709677
4058,Sneakers Salmon 966,Jeans PaleVioletRed 140,0.00012060543930531267,0.038461538461538464,53.15064102564102
4059,Jeans PaleVioletRed 140,Sneakers Salmon 966,0.00012060543930531267,0.16666666666666666,53.15064102564102
4166,Board Game Navy 669,T-shirt ForestGreen 395,0.00012060543930531267,0.05714285714285714,52.644444444444446
4167,T-shirt ForestGreen 395,Board Game Navy 669,0.00012060543930531267,0.1111111111111111,52.64444444444444
2730,Yoga Mat Navy 102,Water Bottle LightSeaGreen 612,0.00012060543930531267,0.15384615384615385,52.06593406593407
2731,Water Bottle LightSeaGreen 612,Yoga Mat Navy 102,0.00012060543930531267,0.04081632653061224,52.06593406593406
2859,Water Bottle Crimson 945,Dumbbell White 460,0.00012060543930531267,0.13333333333333333,51.420155038759695
3959,Coffee Maker Silver 522,E-book GhostWhite 190,0.00012060543930531267,0.13333333333333333,51.420155038759695
3958,E-book GhostWhite 190,Coffee Maker Silver 522,0.00012060543930531267,0.046511627906976744,51.42015503875969
2858,Dumbbell White 460,Water Bottle Crimson 945,0.00012060543930531267,0.046511627906976744,51.42015503875969
2729,Water Bottle Lime 996,Yoga Mat Navy 102,0.00012060543930531267,0.04,51.02461538461539
2728,Yoga Mat Navy 102,Water Bottle Lime 996,0.00012060543930531267,0.15384615384615385,51.02461538461539
3544,Shampoo AntiqueWhite 981,Serum LightGreen 493,0.00012060543930531267,0.05714285714285714,49.873684210526314
3545,Serum LightGreen 493,Shampoo AntiqueWhite 981,0.00012060543930531267,0.10526315789473684,49.87368421052631
2597,T-shirt DarkViolet 748,Sneakers Beige 851,0.00012060543930531267,0.16666666666666666,49.354166666666664
2596,Sneakers Beige 851,T-shirt DarkViolet 748,0.00012060543930531267,0.03571428571428571,49.35416666666666
3969,T-shirt Peru 273,Hardcover Coral 875,0.00012060543930531267,0.1,48.773529411764706
2313,Dress OrangeRed 388,Cookware SteelBlue 419,0.00012060543930531267,0.1,48.773529411764706
2312,Cookware SteelBlue 419,Dress OrangeRed 388,0.00012060543930531267,0.058823529411764705,48.773529411764706
3968,Hardcover Coral 875,T-shirt Peru 273,0.00012060543930531267,0.058823529411764705,48.773529411764706
1333,Keyboard Chocolate 334,Mouse White 248,0.00012060543930531267,0.05,48.773529411764706
1332,Mouse White 248,Keyboard Chocolate 334,0.00012060543930531267,0.11764705882352941,48.773529411764706
3543,Puzzle BurlyWood 196,SSD DarkCyan 815,0.00012060543930531267,0.04081632653061224,48.3469387755102
3542,SSD DarkCyan 815,Puzzle BurlyWood 196,0.00012060543930531267,0.14285714285714285,48.3469387755102
2282,Mouse MediumVioletRed 223,Headphones CornflowerBlue 890,0.00012060543930531267,0.06060606060606061,47.85858585858586
2283,Headphones CornflowerBlue 890,Mouse MediumVioletRed 223,0.00012060543930531267,0.09523809523809523,47.858585858585855
335,Cookware Fuchsia 435,Lamp Chocolate 506,0.00012060543930531267,0.16666666666666666,47.65229885057471
334,Lamp Chocolate 506,Cookware Fuchsia 435,0.00012060543930531267,0.034482758620689655,47.65229885057471
4110,Dress Cyan 579,Jacket Cyan 894,0.00012060543930531267,0.04878048780487805,47.58393113342898
4111,Jacket Cyan 894,Dress Cyan 579,0.00012060543930531267,0.11764705882352941,47.583931133428976
2599,Blender Gray 740,Lamp Turquoise 600,0.00012060543930531267,0.08695652173913043,46.516129032258064
2598,Lamp Turquoise 600,Blender Gray 740,0.00012060543930531267,0.06451612903225806,46.516129032258064
2553,Dress DeepPink 357,Jeans Tan 994,0.00012060543930531267,0.11764705882352941,46.450980392156865
2694,Coffee Maker SteelBlue 144,Coffee Maker Moccasin 832,0.00012060543930531267,0.058823529411764705,46.450980392156865
1331,Mouse White 248,SSD RosyBrown 174,0.00012060543930531267,0.11764705882352941,46.450980392156865
2695,Coffee Maker Moccasin 832,Coffee Maker SteelBlue 144,0.00012060543930531267,0.09523809523809523,46.45098039215686
1330,SSD RosyBrown 174,Mouse White 248,0.00012060543930531267,0.047619047619047616,46.45098039215686
2552,Jeans Tan 994,Dress DeepPink 357,0.00012060543930531267,0.047619047619047616,46.45098039215686
3369,Water Bottle LightGreen 401,Cycling Helmet Aquamarine 763,0.00012060543930531267,0.05,46.0638888888889
3368,Cycling Helmet Aquamarine 763,Water Bottle LightGreen 401,0.00012060543930531267,0.1111111111111111,46.06388888888888
3867,Air Fryer SteelBlue 586,Puzzle CadetBlue 703,0.00012060543930531267,0.11764705882352941,45.37072503419973
3547,Dumbbell DimGray 661,Moisturizer LightYellow 515,0.00012060543930531267,0.11764705882352941,45.37072503419973
3546,Moisturizer LightYellow 515,Dumbbell DimGray 661,0.00012060543930531267,0.046511627906976744,45.37072503419972
3866,Puzzle CadetBlue 703,Air Fryer SteelBlue 586,0.00012060543930531267,0.046511627906976744,45.37072503419972
361,Vacuum Azure 467,Blender Pink 290,0.00012060543930531267,0.16666666666666666,45.3087431693989
360,Blender Pink 290,Vacuum Azure 467,0.00012060543930531267,0.032786885245901634,45.308743169398895
2688,Tennis Racket AliceBlue 417,Yoga Mat Salmon 216,0.00012060543930531267,0.09523809523809523,43.870370370370374
2689,Yoga Mat Salmon 216,Tennis Racket AliceBlue 417,0.00012060543930531267,0.05555555555555555,43.870370370370374
2657,Cookware RosyBrown 842,Coffee Maker LimeGreen 758,0.00012060543930531267,0.08695652173913043,43.696969696969695
2656,Coffee Maker LimeGreen 758,Cookware RosyBrown 842,0.00012060543930531267,0.06060606060606061,43.696969696969695
104,Moisturizer Thistle 259,Moisturizer LightPink 674,0.00018090815895796902,0.1,43.63947368421053
383,Blender Moccasin 589,Cookware SkyBlue 471,0.00012060543930531267,0.2,43.63947368421053
105,Moisturizer LightPink 674,Moisturizer Thistle 259,0.00018090815895796902,0.07894736842105263,43.63947368421052
382,Cookware SkyBlue 471,Blender Moccasin 589,0.00012060543930531267,0.02631578947368421,43.63947368421052
58,Dress SeaGreen 201,Sneakers Black 569,0.00018090815895796902,0.0625,43.18489583333333
59,Sneakers Black 569,Dress SeaGreen 201,0.00018090815895796902,0.125,43.18489583333333
4005,Cycling Helmet LightSalmon 792,Water Bottle Gray 101,0.00012060543930531267,0.08,42.79483870967742
4004,Water Bottle Gray 101,Cycling Helmet LightSalmon 792,0.00012060543930531267,0.06451612903225806,42.79483870967742
4108,Sneakers DarkGoldenRod 297,Dress LightCyan 481,0.00012060543930531267,0.14285714285714285,41.56140350877193
4109,Dress LightCyan 481,Sneakers DarkGoldenRod 297,0.00012060543930531267,0.03508771929824561,41.56140350877193
526,Water Bottle Crimson 141,Dumbbell DarkGreen 137,0.00012060543930531267,0.05714285714285714,41.199999999999996
527,Dumbbell DarkGreen 137,Water Bottle Crimson 141,0.00012060543930531267,0.08695652173913043,41.199999999999996
333,E-book PaleGreen 357,Shampoo MediumPurple 409,0.00018090815895796902,0.07692307692307693,41.14888337468983
332,Shampoo MediumPurple 409,E-book PaleGreen 357,0.00018090815895796902,0.0967741935483871,41.148883374689824
384,Dumbbell SlateBlue 979,Yoga Mat DarkSlateGray 692,0.00012060543930531267,0.02666666666666667,40.20121212121212
385,Yoga Mat DarkSlateGray 692,Dumbbell SlateBlue 979,0.00012060543930531267,0.18181818181818182,40.20121212121212
2941,Tennis Racket DarkGoldenRod 432,Water Bottle Chocolate 962,0.00012060543930531267,0.03389830508474576,40.152542372881356
2940,Water Bottle Chocolate 962,Tennis Racket DarkGoldenRod 432,0.00012060543930531267,0.14285714285714285,40.15254237288135
1385,SSD Lime 581,Speaker OrangeRed 371,0.00012060543930531267,0.043478260869565216,40.05555555555556
1384,Speaker OrangeRed 371,SSD Lime 581,0.00012060543930531267,0.1111111111111111,40.05555555555555
4031,Puzzle Bisque 472,Lamp DimGray 651,0.00012060543930531267,0.038461538461538464,39.862980769230774
4030,Lamp DimGray 651,Puzzle Bisque 472,0.00012060543930531267,0.125,39.86298076923077
1859,Vacuum PeachPuff 924,Coffee Maker PaleGoldenRod 826,0.00012060543930531267,0.18181818181818182,39.672248803827756
1858,Coffee Maker PaleGoldenRod 826,Vacuum PeachPuff 924,0.00012060543930531267,0.02631578947368421,39.67224880382775
814,Cookware Khaki 557,Blender Wheat 509,0.00012060543930531267,0.07407407407407407,39.62485065710872
3892,Moisturizer PaleGreen 842,Moisturizer DarkGoldenRod 167,0.00012060543930531267,0.07407407407407407,39.62485065710872
3021,Tennis Racket Thistle 293,Cycling Helmet MediumSpringGreen 607,0.00012060543930531267,0.07407407407407407,39.62485065710872
815,Blender Wheat 509,Cookware Khaki 557,0.00012060543930531267,0.06451612903225806,39.624850657108716
3893,Moisturizer DarkGoldenRod 167,Moisturizer PaleGreen 842,0.00012060543930531267,0.06451612903225806,39.624850657108716
3020,Cycling Helmet MediumSpringGreen 607,Tennis Racket Thistle 293,0.00012060543930531267,0.06451612903225806,39.624850657108716
3671,Dumbbell Orchid 993,Yoga Mat RoyalBlue 756,0.00012060543930531267,0.08333333333333333,39.48333333333333
3670,Yoga Mat RoyalBlue 756,Dumbbell Orchid 993,0.00012060543930531267,0.05714285714285714,39.48333333333333
3460,Moisturizer Khaki 546,SSD PeachPuff 234,0.00012060543930531267,0.058823529411764705,39.01882352941177
3922,T-shirt MediumSlateBlue 812,E-book Violet 600,0.00012060543930531267,0.11764705882352941,39.01882352941177
1007,Jeans PaleVioletRed 853,Jeans DarkSlateGray 188,0.00012060543930531267,0.058823529411764705,39.01882352941177
1006,Jeans DarkSlateGray 188,Jeans PaleVioletRed 853,0.00012060543930531267,0.08,39.01882352941176
3461,SSD PeachPuff 234,Moisturizer Khaki 546,0.00012060543930531267,0.08,39.01882352941176
3923,E-book Violet 600,T-shirt MediumSlateBlue 812,0.00012060543930531267,0.04,39.01882352941176
372,Puzzle DarkTurquoise 982,Yoga Mat SlateGray 628,0.00012060543930531267,0.05128205128205128,38.655011655011656
373,Yoga Mat SlateGray 628,Puzzle DarkTurquoise 982,0.00012060543930531267,0.09090909090909091,38.655011655011656
3835,Sunscreen BlueViolet 319,Headphones LightGray 247,0.00012060543930531267,0.09090909090909091,38.655011655011656
3834,Headphones LightGray 247,Sunscreen BlueViolet 319,0.00012060543930531267,0.05128205128205128,38.655011655011656
2411,Lipstick Chartreuse 840,Conditioner SaddleBrown 768,0.00012060543930531267,0.06666666666666667,38.12183908045977
4092,Jacket DarkMagenta 106,Moisturizer Tomato 428,0.00012060543930531267,0.06666666666666667,38.12183908045977
4093,Moisturizer Tomato 428,Jacket DarkMagenta 106,0.00012060543930531267,0.06896551724137931,38.121839080459765
2410,Conditioner SaddleBrown 768,Lipstick Chartreuse 840,0.00012060543930531267,0.06896551724137931,38.121839080459765
2483,Serum RosyBrown 573,Sunscreen Cornsilk 247,0.00012060543930531267,0.08695652173913043,37.94736842105263
2482,Sunscreen Cornsilk 247,Serum RosyBrown 573,0.00012060543930531267,0.05263157894736842,37.94736842105263
974,Yoga Mat SlateGray 624,Tennis Racket PaleGreen 443,0.00012060543930531267,0.05263157894736842,37.94736842105263
975,Tennis Racket PaleGreen 443,Yoga Mat SlateGray 624,0.00012060543930531267,0.08695652173913043,37.94736842105263
3920,Vacuum Tomato 616,Mouse RosyBrown 419,0.00012060543930531267,0.058823529411764705,37.51809954751131
3921,Mouse RosyBrown 419,Vacuum Tomato 616,0.00012060543930531267,0.07692307692307693,37.51809954751131
1866,Vacuum DarkBlue 571,Lamp GreenYellow 321,0.00012060543930531267,0.05405405405405406,37.3490990990991
1867,Lamp GreenYellow 321,Vacuum DarkBlue 571,0.00012060543930531267,0.08333333333333333,37.3490990990991
4029,Yoga Mat DarkSlateBlue 487,Dumbbell Azure 340,0.00012060543930531267,0.06060606060606061,37.22334455667789
4028,Dumbbell Azure 340,Yoga Mat DarkSlateBlue 487,0.00012060543930531267,0.07407407407407407,37.22334455667789
813,Moisturizer DarkSeaGreen 510,Cookware Khaki 557,0.00012060543930531267,0.06060606060606061,37.22334455667789
812,Cookware Khaki 557,Moisturizer DarkSeaGreen 510,0.00012060543930531267,0.07407407407407407,37.22334455667789
101,Sneakers RosyBrown 418,Hoodie Beige 459,0.00018090815895796902,0.07142857142857142,37.015625
100,Hoodie Beige 459,Sneakers RosyBrown 418,0.00018090815895796902,0.09375,37.015625
3909,Building Blocks MintCream 897,Paperback Gainsboro 494,0.00012060543930531267,0.0625,37.015625
3908,Paperback Gainsboro 494,Building Blocks MintCream 897,0.00012060543930531267,0.07142857142857142,37.015625
65,Jeans SteelBlue 309,Jeans HoneyDew 694,0.00018090815895796902,0.0625,37.015625
64,Jeans HoneyDew 694,Jeans SteelBlue 309,0.00018090815895796902,0.10714285714285714,37.01562499999999
4174,Toaster DarkKhaki 752,Sunscreen Orange 916,0.00012060543930531267,0.15384615384615385,36.97435897435898
2314,Sunscreen Moccasin 939,Air Fryer Coral 513,0.00012060543930531267,0.05128205128205128,36.97435897435897
4175,Sunscreen Orange 916,Toaster DarkKhaki 752,0.00012060543930531267,0.028985507246376812,36.97435897435897
2315,Air Fryer Coral 513,Sunscreen Moccasin 939,0.00012060543930531267,0.08695652173913043,36.97435897435897
1757,Air Fryer Tomato 384,Building Blocks SlateGray 770,0.00012060543930531267,0.06666666666666667,36.85111111111111
1756,Building Blocks SlateGray 770,Air Fryer Tomato 384,0.00012060543930531267,0.06666666666666667,36.85111111111111
819,Vacuum Tomato 616,Cookware Khaki 557,0.00012060543930531267,0.058823529411764705,36.128540305010894
3674,SSD Tan 677,Speaker Magenta 552,0.00012060543930531267,0.058823529411764705,36.128540305010894
1655,Vacuum Tomato 616,Blender YellowGreen 216,0.00012060543930531267,0.058823529411764705,36.128540305010894
818,Cookware Khaki 557,Vacuum Tomato 616,0.00012060543930531267,0.07407407407407407,36.12854030501089
3675,Speaker Magenta 552,SSD Tan 677,0.00012060543930531267,0.07407407407407407,36.12854030501089
1654,Blender YellowGreen 216,Vacuum Tomato 616,0.00012060543930531267,0.07407407407407407,36.12854030501089
321,Water Bottle PaleVioletRed 274,Dumbbell DarkGreen 137,0.00018090815895796902,0.05,36.050000000000004
320,Dumbbell DarkGreen 137,Water Bottle PaleVioletRed 274,0.00018090815895796902,0.13043478260869565,36.05
3567,Moisturizer SlateBlue 366,Lipstick MediumSeaGreen 979,0.00012060543930531267,0.06060606060606061,35.8939393939394
3566,Lipstick MediumSeaGreen 979,Moisturizer SlateBlue 366,0.00012060543930531267,0.07142857142857142,35.89393939393939
4179,Water Bottle Salmon 250,Tennis Racket LightSteelBlue 611,0.00012060543930531267,0.15384615384615385,35.43376068376069
4178,Tennis Racket LightSteelBlue 611,Water Bottle Salmon 250,0.00012060543930531267,0.027777777777777776,35.43376068376068
3883,Toaster Indigo 941,Cookware LawnGreen 100,0.00012060543930531267,0.05263157894736842,34.91157894736842
3882,Cookware LawnGreen 100,Toaster Indigo 941,0.00012060543930531267,0.08,34.91157894736842
3408,Speaker Chocolate 376,Mouse SeaGreen 388,0.00012060543930531267,0.0625,34.547916666666666
2558,Jeans Green 132,Hoodie Beige 459,0.00012060543930531267,0.06666666666666667,34.547916666666666
2311,Dress OrangeRed 388,Jeans SteelBlue 309,0.00012060543930531267,0.1,34.547916666666666
2555,Hoodie Beige 459,Hoodie LightGoldenRodYellow 967,0.00012060543930531267,0.0625,34.547916666666666
3409,Mouse SeaGreen 388,Speaker Chocolate 376,0.00012060543930531267,0.06666666666666667,34.547916666666666
2554,Hoodie LightGoldenRodYellow 967,Hoodie Beige 459,0.00012060543930531267,0.06666666666666667,34.547916666666666
2310,Jeans SteelBlue 309,Dress OrangeRed 388,0.00012060543930531267,0.041666666666666664,34.547916666666666
2559,Hoodie Beige 459,Jeans Green 132,0.00012060543930531267,0.0625,34.547916666666666
2551,Jeans SteelBlue 309,Socks DarkGreen 623,0.00012060543930531267,0.041666666666666664,34.547916666666666
2550,Socks DarkGreen 623,Jeans SteelBlue 309,0.00012060543930531267,0.1,34.547916666666666
1569,Conditioner DarkRed 762,Moisturizer DarkGoldenRod 167,0.00012060543930531267,0.06451612903225806,34.511966701352755
1568,Moisturizer DarkGoldenRod 167,Conditioner DarkRed 762,0.00012060543930531267,0.06451612903225806,34.511966701352755
52,Socks GoldenRod 963,Sneakers DarkMagenta 544,0.00018090815895796902,0.11538461538461539,34.16826923076923
53,Sneakers DarkMagenta 544,Socks GoldenRod 963,0.00018090815895796902,0.05357142857142857,34.168269230769226
2854,Jeans LawnGreen 779,Jeans SpringGreen 823,0.00012060543930531267,0.037037037037037035,34.12139917695473
2855,Jeans SpringGreen 823,Jeans LawnGreen 779,0.00012060543930531267,0.1111111111111111,34.12139917695473
2985,Sunscreen DeepSkyBlue 455,Serum LightGreen 744,0.00012060543930531267,0.07407407407407407,34.12139917695473
2984,Serum LightGreen 744,Sunscreen DeepSkyBlue 455,0.00012060543930531267,0.05555555555555555,34.12139917695473
3967,Water Bottle Crimson 141,Cycling Helmet DarkKhaki 165,0.00012060543930531267,0.05714285714285714,33.84285714285714
3966,Cycling Helmet DarkKhaki 165,Water Bottle Crimson 141,0.00012060543930531267,0.07142857142857142,33.842857142857135
491,Jeans Wheat 471,Sneakers Snow 121,0.00012060543930531267,0.04878048780487805,33.70528455284553
490,Sneakers Snow 121,Jeans Wheat 471,0.00012060543930531267,0.08333333333333333,33.70528455284553
1562,Sunscreen GhostWhite 612,Sunscreen Brown 211,0.00012060543930531267,0.07692307692307693,33.568825910931174
1563,Sunscreen Brown 211,Sunscreen GhostWhite 612,0.00012060543930531267,0.05263157894736842,33.568825910931174
973,Water Bottle SkyBlue 390,Tennis Racket PaleGreen 443,0.00012060543930531267,0.046511627906976744,33.53488372093023
972,Tennis Racket PaleGreen 443,Water Bottle SkyBlue 390,0.00012060543930531267,0.08695652173913043,33.53488372093023
4040,Air Fryer LightGray 683,Cookware DarkTurquoise 547,0.00012060543930531267,0.041666666666666664,32.90277777777778
4041,Cookware DarkTurquoise 547,Air Fryer LightGray 683,0.00012060543930531267,0.09523809523809523,32.90277777777777
3490,E-book MediumAquaMarine 662,Serum LimeGreen 101,0.00012060543930531267,0.043478260869565216,32.77272727272727
370,Yoga Mat SlateGray 628,Yoga Mat Tan 453,0.00012060543930531267,0.09090909090909091,32.77272727272727
3491,Serum LimeGreen 101,E-book MediumAquaMarine 662,0.00012060543930531267,0.09090909090909091,32.77272727272727
371,Yoga Mat Tan 453,Yoga Mat SlateGray 628,0.00012060543930531267,0.043478260869565216,32.77272727272727
873,Sneakers WhiteSmoke 684,Puzzle Moccasin 194,0.00012060543930531267,0.07692307692307693,32.70808678500986
872,Puzzle Moccasin 194,Sneakers WhiteSmoke 684,0.00012060543930531267,0.05128205128205128,32.70808678500986
4164,Hoodie MediumAquaMarine 383,Lamp SeaGreen 357,0.00012060543930531267,0.1,32.515686274509804
4152,Tennis Racket Snow 576,Water Bottle PaleVioletRed 274,0.00012060543930531267,0.11764705882352941,32.515686274509804
4165,Lamp SeaGreen 357,Hoodie MediumAquaMarine 383,0.00012060543930531267,0.0392156862745098,32.515686274509804
4153,Water Bottle PaleVioletRed 274,Tennis Racket Snow 576,0.00012060543930531267,0.03333333333333333,32.515686274509804
2514,Yoga Mat LightSkyBlue 835,Yoga Mat DarkSlateBlue 487,0.00012060543930531267,0.06451612903225806,32.42033235581623
2515,Yoga Mat DarkSlateBlue 487,Yoga Mat LightSkyBlue 835,0.00012060543930531267,0.06060606060606061,32.42033235581623
4155,Jeans LawnGreen 779,Water Bottle SkyBlue 156,0.00012060543930531267,0.037037037037037035,32.32553606237817
3058,T-shirt PapayaWhip 901,Vacuum DarkSeaGreen 751,0.00012060543930531267,0.07407407407407407,32.32553606237817
3550,Vacuum DeepPink 742,Vacuum DarkSeaGreen 751,0.00012060543930531267,0.07407407407407407,32.32553606237817
3679,Speaker Magenta 552,Jacket Peru 536,0.00012060543930531267,0.07407407407407407,32.32553606237817
226,Socks Beige 958,Hoodie Ivory 379,0.00018090815895796902,0.1111111111111111,32.32553606237817
3059,Vacuum DarkSeaGreen 751,T-shirt PapayaWhip 901,0.00012060543930531267,0.05263157894736842,32.32553606237816
3551,Vacuum DarkSeaGreen 751,Vacuum DeepPink 742,0.00012060543930531267,0.05263157894736842,32.32553606237816
4154,Water Bottle SkyBlue 156,Jeans LawnGreen 779,0.00012060543930531267,0.10526315789473684,32.32553606237816
227,Hoodie Ivory 379,Socks Beige 958,0.00018090815895796902,0.05263157894736842,32.32553606237816
3678,Jacket Peru 536,Speaker Magenta 552,0.00012060543930531267,0.05263157894736842,32.32553606237816
3366,E-book Lime 120,Jeans MediumSpringGreen 464,0.00012060543930531267,0.046511627906976744,32.1375968992248
3622,Water Bottle SkyBlue 390,Sneakers Black 569,0.00012060543930531267,0.046511627906976744,32.1375968992248
3623,Sneakers Black 569,Water Bottle SkyBlue 390,0.00012060543930531267,0.08333333333333333,32.1375968992248
3367,Jeans MediumSpringGreen 464,E-book Lime 120,0.00012060543930531267,0.08333333333333333,32.1375968992248
1921,Jeans BlanchedAlmond 232,Jacket OrangeRed 272,0.00012060543930531267,0.05,31.890384615384615
1920,Jacket OrangeRed 272,Jeans BlanchedAlmond 232,0.00012060543930531267,0.07692307692307693,31.890384615384615
54,SSD Tan 677,SSD Lime 581,0.00018090815895796902,0.08823529411764706,31.808823529411764
55,SSD Lime 581,SSD Tan 677,0.00018090815895796902,0.06521739130434782,31.80882352941176
3986,Serum SeaGreen 867,Vacuum Khaki 106,0.00012060543930531267,0.06896551724137931,31.768199233716476
260,Air Fryer DarkSlateGray 361,Lamp Chocolate 506,0.00018090815895796902,0.1111111111111111,31.768199233716473
261,Lamp Chocolate 506,Air Fryer DarkSlateGray 361,0.00018090815895796902,0.05172413793103448,31.768199233716473
3987,Vacuum Khaki 106,Serum SeaGreen 867,0.00012060543930531267,0.05555555555555555,31.768199233716473
3878,Cookware LawnGreen 100,Lamp Beige 624,0.00012060543930531267,0.08,31.58666666666667
3879,Lamp Beige 624,Cookware LawnGreen 100,0.00012060543930531267,0.047619047619047616,31.586666666666666
1740,Toaster MediumSlateBlue 575,Coffee Maker LightGoldenRodYellow 421,0.00012060543930531267,0.05714285714285714,31.586666666666666
1741,Coffee Maker LightGoldenRodYellow 421,Toaster MediumSlateBlue 575,0.00012060543930531267,0.06666666666666667,31.586666666666662
4148,Vacuum Tomato 616,Blender Wheat 509,0.00012060543930531267,0.058823529411764705,31.466793168880457
4113,Jacket Cyan 894,E-book Gold 630,0.00012060543930531267,0.11764705882352941,31.466793168880457
4149,Blender Wheat 509,Vacuum Tomato 616,0.00012060543930531267,0.06451612903225806,31.466793168880454
4112,E-book Gold 630,Jacket Cyan 894,0.00012060543930531267,0.03225806451612903,31.466793168880454
